,rst_name,menu_name,price,platform
18,그리네,달고나라떼,"6,000원",1
19,그리네,달고나 밀크티,"6,000원",1
20,그리네,크림치즈 라떼,"6,300원",1
21,그리네,크림치즈 밀크티,"6,300원",1
22,그리네,소금커피 연유,"6,000원",1
23,그리네,소금커피 오리지널,"6,000원",1
24,그리네,로투스 르뱅쿠키,"3,200원",1
25,그리네,라즈베리치즈케이크 쿠키,"3,200원",1
26,그리네,스모어쿠키,"3,200원",1
27,그리네,까눌레,"3,200원",1
28,그리네,레몬마들렌,"2,800원",1
29,그리네,레터링 홀케이크,,1
30,그리네,허브티 12종,"4,500원",1
31,그리네,딸기 애플티,"5,300원",1
32,그리네,자몽 애플티,"5,300원",1
33,그리네,유자 애플티,"5,300원",1
34,그리네,자몽허니 블랙 티,"5,300원",1
35,그리네,피치 얼그레이 티,"5,300원",1
36,그리네,레몬히비스커스 티,"5,300원",1
37,그리네,아메리카노,"5,000원",1
38,그리네,헤이즐넛 아메리카노,"5,300원",1
39,그리네,복숭아 아메리카노,"5,300원",1
40,그리네,카페 라떼,"5,500원",1
41,그리네,바닐라라떼,"5,800원",1
42,그리네,헤이즐넛라떼,"5,800원",1
43,그리네,카페모카,"5,800원",1
44,그리네,연유라떼,"5,800원",1
45,그리네,그린티라떼,"5,300원",1
46,그리네,민트초코라떼,"5,300원",1
47,그리네,초코라떼,"5,300원",1
48,그리네,딸기라떼,"5,800원",1
49,그리네,키위라떼,"5,800원",1
50,그리네,죠리퐁라떼,"5,800원",1
51,그리네,딸기죠리퐁라떼,"5,800원",1
52,그리네,커피죠리퐁라떼,"5,800원",1
53,그리네,바닐라쉐이크,"5,800원",1
54,그리네,초코쉐이크,"5,800원",1
55,그리네,커피쉐이크,"5,800원",1
56,그리네,딸기쉐이크,"5,800원",1
57,그리네,오레오쉐이크,"5,800원",1
58,그리네,민트초코쉐이크,"5,800원",1
59,그리네,요거트스무디,"6,000원",1
60,그리네,딸기요거트스무디,"6,000원",1
61,그리네,레몬요거트스무디,"6,000원",1
62,그리네,키위요거트스무디,"6,000원",1
63,그리네,청포도요거트스무디,"6,000원",1
64,그리네,애플망고요거트스무디,"6,000원",1
65,그리네,딸기스무디,"5,800원",1
66,그리네,애플망고스무디,"5,800원",1
67,그리네,키위스무디,"5,800원",1
68,그리네,청포도스무디,"5,800원",1
69,그리네,유자스무디,"5,800원",1
70,그리네,자몽스무디,"5,800원",1
71,그리네,레몬에이드,"5,800원",1
72,그리네,자몽에이드,"5,800원",1
73,그리네,청포도에이드,"5,800원",1
74,그리네,오렌지에이드,"5,800원",1
75,그리네,딸기에이드,"5,800원",1
76,그리네,유자에이드,"5,800원",1
77,그리네,키위에이드,"5,800원",1
78,그리네,복숭아아이스티,"5,000원",1
79,그리네,자몽차,"5,000원",1
80,그리네,유자차,"5,000원",1
81,그리네,레몬티,"5,000원",1
82,그리네,밀크티,"5,000원",1
0,벨롱에스프레소,Tiramisu,"7,500원",1
1,벨롱에스프레소,Americano,"4,500원",1
2,벨롱에스프레소,Espresso,"4,500원",1
3,벨롱에스프레소,Latte,"5,000원",1
4,벨롱에스프레소,Flat White,"5,000원",1
0,해실해실,O.I.C,"6,000원",1
1,해실해실,레드리치스무디,"6,500원",1
2,해실해실,크림바닐라라떼,"6,000원",1
3,해실해실,초코마차토,"6,500원",1
0,카페 26,아메리카노 Take out,"2,000원",1
1,카페 26,위스키 1oz 30ml,"9,000원",1
